SKUID,23-02-2019,24-02-2019,25-02-2019,26-02-2019,27-02-2019,28-02-2019,01-03-2019,02-03-2019,03-03-2019,04-03-2019,05-03-2019,06-03-2019,07-03-2019,08-03-2019
4109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4192,1.68,0.82,0.99,0.71,0.41,0.41,0.27,0.16,0.11,0.08,0.09,0.06,0.04,0.03
4195,0.33,0.29,1.14,1.34,0.97,0.49,0.31,0.23,0.15,0.11,0.07,0.06,0.04,0.03
4197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4217,14.77,3.16,1.78,1.8,1.27,0.89,0.35,0.26,0.2,0.14,0.09,0.06,0.05,0.03
4218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4220,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4225,0.06,0.06,0.01,0.01,0.01,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
4251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4260,0.09,0.08,0.04,0.11,0.06,0.07,0.05,0.04,0.04,0.03,0.02,0.02,0.02,0.02
4261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4262,6.64,3.14,2.7,1.38,0.85,0.68,0.45,0.33,0.21,0.14,0.1,0.07,0.05,0.03
4263,20.49,5.73,4.54,3.99,2.19,1.54,0.82,0.52,0.34,0.21,0.14,0.09,0.06,0.04
4264,2.98,2.8,1.59,1.4,0.98,0.55,0.41,0.29,0.2,0.13,0.09,0.06,0.04,0.03
4265,0.05,0.01,0.01,0.01,0.02,0.04,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02
4266,8.98,3.75,2.12,1.52,0.92,0.68,0.41,0.32,0.21,0.14,0.09,0.06,0.05,0.03
4267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4270,2.44,1.77,1.37,0.89,0.56,0.45,0.38,0.26,0.16,0.11,0.07,0.06,0.04,0.03
4272,12.29,2.62,2.68,2.0,1.12,0.66,0.46,0.35,0.24,0.15,0.1,0.07,0.05,0.03
4273,2.38,1.66,1.24,0.84,0.64,0.49,0.41,0.25,0.15,0.11,0.08,0.06,0.04,0.03
4274,4.04,1.71,1.23,0.76,0.63,0.48,0.4,0.25,0.16,0.11,0.08,0.06,0.04,0.03
4275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4290,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4294,2.39,1.46,1.09,0.98,0.87,0.47,0.33,0.22,0.18,0.13,0.09,0.06,0.04,0.03
4297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4310,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4320,0.01,0.14,0.09,0.06,0.07,0.05,0.04,0.03,0.03,0.03,0.02,0.02,0.02,0.02
4323,0.67,0.56,0.27,0.24,0.38,0.62,0.22,0.15,0.12,0.11,0.07,0.05,0.03,0.02
4324,0.62,0.25,0.16,0.26,0.3,0.25,0.15,0.11,0.09,0.08,0.06,0.05,0.03,0.02
4333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4335,0.23,0.13,0.08,0.05,0.15,0.13,0.08,0.06,0.06,0.05,0.04,0.03,0.02,0.02
4336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4364,2.65,1.98,0.89,0.81,0.78,0.43,0.24,0.17,0.15,0.1,0.07,0.05,0.03,0.06
4365,0.42,0.33,0.11,0.21,0.17,0.17,0.12,0.1,0.1,0.07,0.05,0.04,0.03,0.02
4367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4410,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4418,2.11,0.85,0.65,0.7,0.55,0.47,0.25,0.16,0.11,0.08,0.05,0.03,0.02,0.02
4419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4420,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4447,0.27,0.18,0.1,0.05,0.1,0.06,0.04,0.03,0.03,0.02,0.02,0.02,0.02,0.02
4448,1.96,0.76,0.44,0.4,0.43,0.31,0.17,0.11,0.07,0.05,0.04,0.03,0.02,0.02
4449,1.43,0.69,0.34,0.41,0.3,0.23,0.14,0.09,0.06,0.04,0.03,0.02,0.02,0.02
4450,1.65,0.76,0.33,0.28,0.28,0.23,0.13,0.08,0.05,0.04,0.03,0.02,0.02,0.02
4451,1.74,0.77,0.33,0.28,0.29,0.22,0.13,0.08,0.05,0.04,0.03,0.02,0.02,0.02
4452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4453,0.15,0.05,0.04,0.04,0.06,0.04,0.04,0.03,0.03,0.02,0.02,0.02,0.02,0.02
4454,1.31,0.24,0.21,0.11,0.18,0.12,0.08,0.05,0.04,0.03,0.02,0.02,0.02,0.02
4455,0.33,0.1,0.08,0.07,0.07,0.07,0.05,0.04,0.03,0.02,0.02,0.02,0.02,0.02
4456,7.04,1.27,0.5,0.38,0.59,0.44,0.24,0.13,0.09,0.06,0.04,0.03,0.02,0.02
4457,3.21,0.86,0.44,0.34,0.78,0.47,0.26,0.13,0.09,0.06,0.04,0.03,0.02,0.02
4458,2.4,1.13,0.5,0.64,0.52,0.43,0.25,0.14,0.08,0.05,0.04,0.03,0.02,0.02
4459,1.95,0.92,0.41,0.48,0.35,0.3,0.15,0.09,0.06,0.04,0.03,0.02,0.02,0.02
4460,3.21,0.85,0.45,0.33,0.57,0.41,0.24,0.12,0.08,0.05,0.04,0.03,0.02,0.02
4461,4.15,1.36,0.71,0.38,0.48,0.35,0.21,0.11,0.07,0.05,0.04,0.03,0.02,0.02
4463,37.97,13.11,4.14,2.22,1.01,0.46,0.28,0.16,0.12,0.08,0.05,0.04,0.03,0.02
4466,7.11,4.94,1.53,1.41,1.0,0.38,0.23,0.13,0.09,0.06,0.04,0.03,0.02,0.02
4467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4470,0.37,0.08,0.04,0.11,0.09,0.05,0.04,0.04,0.03,0.02,0.02,0.02,0.02,0.02
4471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4475,1.14,0.51,0.51,0.29,0.21,0.17,0.11,0.07,0.05,0.04,0.03,0.02,0.02,0.02
4478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4501,25.28,16.11,4.81,2.29,1.04,0.45,0.3,0.16,0.11,0.06,0.04,0.03,0.02,0.02
4514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4520,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4530,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4540,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4548,2.46,0.84,0.29,0.31,0.16,0.19,0.11,0.07,0.04,0.03,0.02,0.02,0.02,0.02
4549,0.59,0.28,0.13,0.11,0.07,0.05,0.04,0.03,0.02,0.02,0.02,0.02,0.02,0.02
4550,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4551,8.66,2.16,0.79,0.4,0.3,0.33,0.17,0.1,0.06,0.04,0.03,0.02,0.02,0.02
4553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4555,1.07,0.26,0.2,0.11,0.06,0.05,0.04,0.03,0.02,0.02,0.02,0.02,0.02,0.02
4556,4.77,1.07,0.33,0.33,0.19,0.14,0.09,0.05,0.04,0.03,0.02,0.02,0.02,0.02
4557,5.95,1.41,0.5,0.4,0.24,0.2,0.12,0.07,0.05,0.04,0.03,0.02,0.02,0.02
4558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4589,0.8,0.46,0.33,0.14,0.19,0.14,0.08,0.05,0.04,0.03,0.02,0.02,0.02,0.02
4590,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4593,3.77,1.45,0.58,0.51,0.3,0.24,0.16,0.09,0.05,0.04,0.03,0.02,0.02,0.02
4594,2.52,1.09,0.38,0.42,0.25,0.23,0.12,0.07,0.05,0.04,0.03,0.02,0.02,0.02
4595,2.18,0.74,0.54,0.46,0.3,0.2,0.15,0.08,0.05,0.04,0.03,0.02,0.02,0.02
4603,2.11,1.02,0.29,0.22,0.11,0.14,0.08,0.05,0.04,0.03,0.02,0.02,0.02,0.02
4609,4.3,1.26,0.68,0.51,0.3,0.23,0.16,0.09,0.05,0.04,0.03,0.02,0.02,0.02
4613,2.86,1.04,0.32,0.31,0.18,0.17,0.13,0.08,0.05,0.04,0.03,0.02,0.02,0.02
4615,10.41,2.13,1.15,0.64,0.45,0.42,0.22,0.12,0.08,0.05,0.04,0.03,0.02,0.02
4616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4665,0.87,0.44,0.24,0.12,0.1,0.07,0.05,0.04,0.03,0.02,0.02,0.02,0.02,0.02
4667,4.1,1.65,0.72,0.42,0.25,0.18,0.11,0.06,0.04,0.03,0.02,0.02,0.02,0.02
4669,2.06,0.47,0.37,0.3,0.15,0.1,0.07,0.05,0.04,0.03,0.02,0.02,0.02,0.02
4670,0.44,0.41,0.19,0.09,0.1,0.06,0.05,0.04,0.03,0.03,0.02,0.02,0.02,0.02
4671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4672,1.07,0.38,0.21,0.14,0.09,0.07,0.05,0.04,0.03,0.03,0.02,0.02,0.02,0.02
4675,7.23,2.62,1.49,0.97,0.51,0.34,0.19,0.1,0.07,0.05,0.04,0.03,0.02,0.02
4677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4679,8.47,3.07,1.5,0.98,0.5,0.43,0.22,0.12,0.08,0.05,0.04,0.03,0.02,0.02
4680,4.72,3.19,1.72,0.49,0.34,0.22,0.12,0.08,0.05,0.04,0.03,0.02,0.02,0.02
4681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4683,2.41,1.05,0.45,0.36,0.19,0.11,0.07,0.05,0.04,0.03,0.02,0.02,0.02,0.02
4684,0.9,0.44,0.23,0.13,0.09,0.06,0.05,0.04,0.03,0.03,0.02,0.02,0.02,0.02
4685,0.44,0.42,0.2,0.1,0.09,0.06,0.05,0.04,0.03,0.03,0.02,0.02,0.02,0.02
4687,3.45,1.39,0.6,0.45,0.25,0.18,0.1,0.06,0.04,0.03,0.02,0.02,0.02,0.02
4688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4690,0.98,0.44,0.24,0.15,0.11,0.07,0.05,0.04,0.03,0.03,0.02,0.02,0.02,0.02
4691,3.06,1.12,0.36,0.36,0.19,0.15,0.09,0.05,0.04,0.03,0.02,0.02,0.02,0.02
4692,0.8,0.48,0.25,0.13,0.1,0.07,0.05,0.04,0.03,0.03,0.02,0.02,0.02,0.02
4693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4696,1.32,0.8,0.32,0.23,0.12,0.09,0.06,0.04,0.03,0.03,0.02,0.02,0.02,0.02
4697,0.93,0.41,0.22,0.15,0.09,0.06,0.05,0.04,0.03,0.03,0.02,0.02,0.02,0.02
4699,5.81,2.18,0.93,0.44,0.28,0.19,0.13,0.08,0.05,0.04,0.03,0.02,0.02,0.02
4700,0.13,0.19,0.08,0.05,0.05,0.04,0.03,0.03,0.03,0.03,0.02,0.02,0.02,0.02
4701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4702,1.22,0.54,0.32,0.2,0.12,0.08,0.05,0.04,0.03,0.03,0.02,0.02,0.02,0.02
4703,3.33,1.06,0.41,0.41,0.21,0.16,0.09,0.05,0.04,0.03,0.02,0.02,0.02,0.02
4707,1.27,0.7,0.32,0.19,0.12,0.09,0.06,0.04,0.03,0.03,0.02,0.02,0.02,0.02
4708,0.78,0.49,0.25,0.16,0.12,0.08,0.05,0.04,0.03,0.03,0.02,0.02,0.02,0.02
4710,5.2,2.64,1.19,0.43,0.31,0.2,0.11,0.06,0.04,0.03,0.02,0.02,0.02,0.02
4711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4712,1.63,0.96,0.43,0.23,0.13,0.1,0.06,0.04,0.03,0.03,0.02,0.02,0.02,0.02
4715,2.77,1.02,0.59,0.39,0.21,0.13,0.09,0.05,0.04,0.03,0.02,0.02,0.02,0.02
4719,5.44,2.78,0.97,0.43,0.27,0.19,0.11,0.06,0.04,0.03,0.02,0.02,0.02,0.02
4720,0.61,0.44,0.22,0.15,0.09,0.06,0.05,0.04,0.03,0.03,0.02,0.02,0.02,0.02
4721,2.84,1.09,0.38,0.28,0.17,0.11,0.07,0.05,0.04,0.03,0.02,0.02,0.02,0.02
4722,2.58,0.82,0.29,0.21,0.13,0.09,0.06,0.04,0.03,0.03,0.02,0.02,0.02,0.02
4723,4.22,2.37,0.88,0.33,0.26,0.17,0.1,0.06,0.04,0.03,0.02,0.02,0.02,0.02
4724,1.05,0.81,0.52,0.19,0.15,0.1,0.06,0.04,0.03,0.03,0.02,0.02,0.02,0.02
4725,0.85,0.4,0.26,0.13,0.11,0.07,0.05,0.04,0.03,0.03,0.02,0.02,0.02,0.02
